Loaded: stinsen_step2_verify.prg @ $0D7E
Mem[$1000]: 4C 92 16 4C 06 10   (INIT)
Mem[$1003]: 4C 06 10 A9 00 2C   (PLAY)
Calling INIT @ $1000...
INIT done. SID regs:
[sid] registers: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
Running 300 frames via PLAY @ $1003...
frame,cycle,register,old_val,new_val
112,97856,osc2_pw_hi,$F4,$03
112,98074,osc1_pw_lo,$00,$F0
112,98081,osc1_pw_hi,$F4,$03
--- Frame 112: 6 SID changes ---
113,98444,osc3_pw_lo,$F0,$E0
113,98451,osc3_pw_hi,$03,$13
113,98709,osc2_pw_lo,$F0,$E0
113,98716,osc2_pw_hi,$03,$13
113,98934,osc1_pw_lo,$F0,$E0
113,98941,osc1_pw_hi,$03,$13
--- Frame 113: 6 SID changes ---
114,99311,osc3_pw_lo,$E0,$D0
114,99318,osc3_pw_hi,$13,$23
114,99543,osc2_pw_lo,$E0,$D0
114,99550,osc2_pw_hi,$13,$23
114,99815,osc1_pw_lo,$E0,$D0
114,99822,osc1_pw_hi,$13,$23
--- Frame 114: 6 SID changes ---
